Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr4	108292281	108293585	chr4	108287560	108293060	Cc2d1b	779
chr4	108506090	108507381	chr4	108502282	108507782	Txndc12	1291
chr4	108506090	108507381	chr4	108505612	108511189	Btf3l4	1291
chr4	108520196	108520918	chr4	108515461	108520961	Kti12	722
chr4	108672774	108673700	chr4	108668409	108673909	Nrd1	926
chr4	109348756	109349725	chr4	109344231	109349731	Faf1	969
chr4	114729224	114729990	chr4	114727131	114732631	Tal1	766
chr4	115409968	115410624	chr4	115405677	115411177	4732418C07Rik	656
chr4	115452371	115452677	chr4	115452589	115458089	Atpaf1	88
chr4	115496647	115497469	chr4	115495696	115501196	Mobkl2c	822
chr4	115500029	115501542	chr4	115495696	115501196	Mobkl2c	1167
chr4	115511568	115512145	chr4	115506850	115512350	Mknk1	577
chr4	115725990	115726704	chr4	115725788	115731481	Nsun4	714
chr4	115796138	115796618	chr4	115795166	115801294	Rad54l	480
chr4	115796138	115796618	chr4	115795583	115801294	Rad54l	480
chr4	115796138	115796618	chr4	115795605	115801295	Rad54l	480
chr4	115841335	115841592	chr4	115839570	115845203	Tspan1	257
chr4	115841335	115841592	chr4	115840976	115846476	1700042G07Rik	257
chr4	116229622	116230547	chr4	116225331	116230831	Gpbp1l1	925
chr4	116229622	116230547	chr4	116227977	116233548	Tmem69	925
chr4	116270124	116270947	chr4	116267946	116275235	C530005A16Rik	823
chr4	116324259	116324611	chr4	116323443	116329256	Akr1a4	352
chr4	116357245	116357640	chr4	116353203	116358703	Prdx1	395
chr4	116797053	116797817	chr4	116794417	116799917	Tctex1d4	764
chr4	116797053	116797817	chr4	116797433	116803330	Btbd19	384
chr4	116854666	116855409	chr4	116854535	116860229	Kif2c	743
chr4	117504696	117505218	chr4	117502862	117508362	Slc6a9	522
chr4	117507876	117509777	chr4	117502862	117508362	Slc6a9	486
chr4	117564550	117564903	chr4	117559274	117564934	Atp6v0b	353
chr4	117564550	117564903	chr4	117563814	117569608	Dph2	353
chr4	117807418	117808906	chr4	117806494	117812495	St3gal3	1488
chr4	117807418	117808906	chr4	117806838	117812519	St3gal3	1488
chr4	117968310	117968583	chr4	117963284	117969002	Ptprf	273
chr4	118081795	118082300	chr4	118081267	118086868	Szt2	505
chr4	118081795	118082300	chr4	118076941	118082441	Med8	505
chr4	118101242	118101661	chr4	118097305	118102805	Elovl1	419
chr4	118778429	118778728	chr4	118776349	118781849	Slc2a1	299
chr4	118780825	118781527	chr4	118776349	118781849	Slc2a1	702
chr4	118905368	118905767	chr4	118900519	118906019	Lepre1	399
chr4	118905368	118905767	chr4	118901433	118906933	Lepre1	399
chr4	118905368	118905767	chr4	118904687	118910329	AU022252	399
chr4	118993035	118993422	chr4	118992513	118998128	Ppih	387
chr4	119094793	119096113	chr4	119090288	119095788	Zmynd12	995
chr4	119094793	119096113	chr4	119093950	119100025	Ppcs	1320
chr4	120242851	120243556	chr4	120242255	120247881	Ctps	705
chr4	120710501	120711241	chr4	120707170	120712670	Col9a2	740
chr4	122512836	122514012	chr4	122508484	122513984	Ppt1	1148
chr4	122562840	122563898	chr4	122562575	122568124	Cap1	1058
chr4	122789599	122790112	chr4	122788490	122793990	Oxct2b	513
chr4	123088487	123088955	chr4	123080343	123094154	D830031N03Rik	468
chr4	123093518	123093871	chr4	123080343	123094154	D830031N03Rik	353
chr4	123581883	123582289	chr4	123577255	123582755	Mycbp	406
chr4	123594012	123594743	chr4	123589675	123595175	Rragc	731
chr4	124391769	124392180	chr4	124387104	124392604	Sf3a3	411
chr4	124613979	124614611	chr4	124609291	124614791	9930104L06Rik	632
chr4	124613979	124614611	chr4	124613332	124619161	Cdca8	632
chr4	124762090	124762934	chr4	124757390	124762890	Meaf6	800
chr4	124808551	124809165	chr4	124804510	124810125	Zc3h12a	614
chr4	125730574	125731040	chr4	125730808	125736308	Oscp1	232
chr4	125779624	125781320	chr4	125776200	125781700	Stk40	1696
chr4	125933407	125933974	chr4	125932760	125938563	Mtap7d1	567
chr4	125936164	125937443	chr4	125932760	125938563	Mtap7d1	1279
chr4	125936164	125937443	chr4	125934648	125940148	Trappc3	1279
chr4	125938070	125939767	chr4	125932760	125938563	Mtap7d1	493
chr4	125938070	125939767	chr4	125934648	125940148	Trappc3	1697
chr4	125998354	125999180	chr4	125998185	126003947	Adprhl2	826
chr4	126106651	126107265	chr4	126106011	126111786	Eif2c3	614
chr4	126354358	126355007	chr4	126349886	126355386	Psmb2	649
chr4	126430596	126431190	chr4	126425798	126431298	AU040320	594
chr4	126430596	126431190	chr4	126426013	126431513	AU040320	594
chr4	126430596	126431190	chr4	126429714	126435673	Ncdn	594
chr4	126645061	126645671	chr4	126644559	126650167	Zmym4	610
chr4	128287293	128287760	chr4	128286737	128292342	Zscan20	467
chr4	128331944	128332564	chr4	128326945	128332445	Phc2	501
chr4	128734862	128735430	chr4	128730514	128736014	Rnf19b	568
chr4	128926924	128927352	chr4	128924864	128930687	C77080	428
chr4	129016954	129017312	chr4	129011961	129017614	Rbbp4	358
chr4	129058253	129058565	chr4	129054483	129060272	Zbtb8a	312
chr4	129301125	129301956	chr4	129295757	129301337	Iqcc	212
chr4	129301125	129301956	chr4	129300557	129306152	Ccdc28b	831
chr4	129349871	129350458	chr4	129349420	129355011	Kpna6	587
chr4	129373453	129374217	chr4	129373458	129379082	Tmem39b	759
chr4	129419394	129419880	chr4	129418522	129424526	Khdrbs1	486
chr4	129495989	129496352	chr4	129492722	129498222	Ptp4a2	363
chr4	129495989	129496352	chr4	129492951	129498451	Ptp4a2	363
chr4	129498053	129498805	chr4	129492722	129498222	Ptp4a2	169
chr4	129498053	129498805	chr4	129492951	129498451	Ptp4a2	398
chr4	130216049	130216385	chr4	130214273	130219773	Pum1	336
chr4	130469691	130470429	chr4	130464248	130469748	Laptm5	57
chr4	131701018	131701414	chr4	131699573	131705401	Oprd1	396
chr4	131825647	131826510	chr4	131825289	131830789	Taf12	863
chr4	131825647	131826510	chr4	131825493	131831101	Rnu11	863
chr4	131861201	131861640	chr4	131858525	131864271	Rab42-ps	439
chr4	131861201	131861640	chr4	131859592	131865092	Snhg12	439
chr4	131861201	131861640	chr4	131860379	131865879	Snora16a	439
chr4	131861201	131861640	chr4	131860867	131866367	Snora44	439
chr4	131861201	131861640	chr4	131861221	131866721	Snora61	419
chr4	131861201	131861640	chr4	131861617	131867117	Snord99	23
chr4	131864400	131865636	chr4	131859592	131865092	Snhg12	692
chr4	131864400	131865636	chr4	131860379	131865879	Snora16a	1236
chr4	131864400	131865636	chr4	131860867	131866367	Snora44	1236
chr4	131864400	131865636	chr4	131861221	131866721	Snora61	1236
chr4	131864400	131865636	chr4	131861617	131867117	Snord99	1236
chr4	131901490	131901943	chr4	131901060	131906665	Rcc1	453
chr4	131977619	131978589	chr4	131977759	131983361	Phactr4	830
chr4	132019637	132020332	chr4	132019188	132024836	Med18	695
chr4	132066256	132066903	chr4	132065478	132071371	Sesn2	647
chr4	132091328	132092098	chr4	132088896	132094574	Atpif1	770
chr4	132091328	132092098	chr4	132086473	132091973	Dnajc8	645
chr4	132119915	132120270	chr4	132114981	132120481	Ptafr	355
chr4	132194670	132195133	chr4	132189960	132195460	Eya3	463
chr4	132194670	132195133	chr4	132189970	132195470	Eya3	463
chr4	132288226	132288571	chr4	132287587	132293461	Xkr8	345
chr4	132399018	132399421	chr4	132398471	132404084	Ppp1r8	403
chr4	132440361	132441102	chr4	132439662	132445373	Stx12	741
chr4	132478548	132479009	chr4	132477772	132483466	Fam76a	461
chr4	132793893	132794226	chr4	132791732	132797232	Map3k6	333
chr4	132797042	132797544	chr4	132791732	132797232	Map3k6	190
chr4	132818347	132819223	chr4	132818401	132824002	Sytl1	822
chr4	132833650	132834358	chr4	132832945	132838705	Tmem222	708
chr4	133057444	133057865	chr4	133053042	133059465	Trnp1	421
chr4	133101632	133102241	chr4	133101219	133106942	Nudc	609
chr4	133139984	133140441	chr4	133135287	133140787	Gpn2	457
chr4	133228813	133229705	chr4	133227733	133233562	Pigv	892
chr4	133310201	133310616	chr4	133307883	133314526	Arid1a	415
chr4	133444067	133444579	chr4	133442984	133448714	Rps6ka1	512
chr4	133524140	133524389	chr4	133523209	133528906	Hmgn2	249
chr4	133684532	133684764	chr4	133684030	133689668	Sh3bgrl3	232
chr4	133685416	133685727	chr4	133684030	133689668	Sh3bgrl3	311
chr4	133742791	133743358	chr4	133742357	133748000	Ccdc21	567
chr4	133951934	133952449	chr4	133947274	133952774	Pafah2	515
chr4	134024174	134024409	chr4	134019234	134024734	Stmn1	235
chr4	134050606	134051587	chr4	134047892	134053392	Paqr7	981
chr4	134052574	134053262	chr4	134047892	134053392	Paqr7	688
chr4	134061951	134062236	chr4	134061913	134067413	2610002D18Rik	285
chr4	134066879	134067443	chr4	134061913	134067413	2610002D18Rik	534
chr4	134091066	134091313	chr4	134088041	134093667	Fam54b	247
chr4	134409614	134410283	chr4	134408452	134414260	Tmem57	669
chr4	134474381	134474620	chr4	134470303	134475831	Tmem50a	239
chr4	134474381	134474620	chr4	134474539	134480039	D4Wsu53e	81
chr4	134483804	134484233	chr4	134481894	134487394	Syf2	429
chr4	134486621	134487031	chr4	134481894	134487394	Syf2	410
chr4	134676033	134676719	chr4	134671559	134677059	Runx3	686
chr4	134828437	134829415	chr4	134827932	134833675	Clic4	978
chr4	134909131	134909789	chr4	134908511	134914129	Srrm1	658
chr4	135049174	135049449	chr4	135046901	135052401	4930555I21Rik	275
chr4	135429919	135430515	chr4	135429088	135434761	Pnrc2	596
chr4	135451072	135451461	chr4	135446318	135451818	Cnr2	389
chr4	135502226	135502535	chr4	135497367	135502867	Hmgcl	309
chr4	135502812	135503150	chr4	135497367	135502867	Hmgcl	55
chr4	135519425	135519718	chr4	135516079	135521579	Gale	293
chr4	135699056	135699359	chr4	135694736	135700236	Id3	303
chr4	135841612	135841988	chr4	135836983	135842483	Zfp46	376
chr4	135866374	135866939	chr4	135861890	135867390	Hnrnpr	565
chr4	135867278	135867543	chr4	135861890	135867390	Hnrnpr	112
chr4	136158623	136158958	chr4	136157646	136163638	Kdm1a	335
chr4	136448744	136449204	chr4	136448258	136453829	C1qc	460
chr4	137149477	137150131	chr4	137145103	137150603	Usp48	654
chr4	137548942	137549487	chr4	137544384	137549884	Eif4g3	545
chr4	137772907	137773217	chr4	137767541	137773041	Hp1bp3	134
chr4	137772907	137773217	chr4	137768045	137773545	Hp1bp3	310
chr4	137813189	137813913	chr4	137813165	137818665	Kif17	724
chr4	137814408	137814945	chr4	137813165	137818665	Kif17	537
chr4	137815397	137815889	chr4	137813165	137818665	Kif17	492
chr4	137860281	137860821	chr4	137855652	137861152	Ddost	540
chr4	137990205	137990664	chr4	137985586	137991086	Mul1	459
chr4	138280350	138280823	chr4	138276239	138281739	Pla2g2c	473
chr4	138280350	138280823	chr4	138280595	138286166	Ubxn10	228
chr4	138735640	138736272	chr4	138735880	138741570	Gm16287	392
chr4	138748181	138748726	chr4	138743845	138749345	Capzb	545
chr4	138748181	138748726	chr4	138743893	138749393	Capzb	545
chr4	139206519	139207563	chr4	139204452	139209952	Tas1r2	1044
chr4	140252191	140252539	chr4	140252387	140257887	Rcc2	152
chr4	140255550	140255958	chr4	140252387	140257887	Rcc2	408
chr4	140460592	140460937	chr4	140457274	140462774	Padi2	345
chr4	140516655	140517367	chr4	140512185	140517685	Sdhb	712
chr4	140539318	140539895	chr4	140537787	140543287	Atp13a2	577
chr4	140616543	140617019	chr4	140615937	140621460	Crocc	476
chr4	140855260	140855659	chr4	140852154	140857654	Epha2	399
chr4	140994331	140994616	chr4	140991400	140997020	Gm694	285
chr4	140999845	141000676	chr4	140995587	141001087	Zbtb17	831
chr4	141094609	141095413	chr4	141093578	141099512	Spen	804
chr4	141100976	141101940	chr4	141097076	141102576	B330016D10Rik	964
chr4	141161727	141162207	chr4	141161335	141166967	Fblim1	480
chr4	141175451	141175773	chr4	141173313	141179548	Tmem82	322
chr4	141348518	141349617	chr4	141346004	141351559	Dnajc16	1099
chr4	141348518	141349617	chr4	141344526	141350026	Casp9	1099
chr4	143002348	143003117	chr4	142997328	143002828	Pramef8	480
chr4	144479822	144480677	chr4	144477729	144483229	Dhrs3	855
chr4	144479822	144480677	chr4	144478039	144483539	Dhrs3	855
chr4	144482674	144483140	chr4	144477729	144483229	Dhrs3	466
chr4	144482674	144483140	chr4	144478039	144483539	Dhrs3	466
chr4	147310448	147310793	chr4	147310003	147315503	2510039O18Rik	345
chr4	147310448	147310793	chr4	147310210	147315885	Plod1	345
chr4	147314911	147315171	chr4	147310003	147315503	2510039O18Rik	260
chr4	147314911	147315171	chr4	147310210	147315885	Plod1	260
chr4	147408050	147408377	chr4	147408185	147413685	Mthfr	192
chr4	147412593	147413529	chr4	147408185	147413685	Mthfr	936
chr4	147412593	147413529	chr4	147410297	147415797	Mthfr	936
chr4	147412593	147413529	chr4	147412289	147417876	Clcn6	936
chr4	147525491	147525837	chr4	147524696	147531034	Fbxo6	346
chr4	147525491	147525837	chr4	147525222	147531034	Fbxo6	346
chr4	147525491	147525837	chr4	147525438	147531034	Fbxo6	346
chr4	147525491	147525837	chr4	147525550	147531138	Fbxo6	287
chr4	147525491	147525837	chr4	147525621	147531244	Fbxo6	216
chr4	147818639	147819163	chr4	147817536	147823860	Ubiad1	524
chr4	147818639	147819163	chr4	147817690	147823190	Mtor	524
chr4	147962921	147963415	chr4	147960621	147966121	Srm	494
chr4	147965074	147965690	chr4	147960621	147966121	Srm	616
chr4	148478126	148478490	chr4	148473261	148478761	Dffa	364
chr4	148478126	148478490	chr4	148473380	148478921	Pex14	364
chr4	148681551	148682319	chr4	148681037	148686807	Kif1b	768
chr4	148800249	148800829	chr4	148799490	148805740	Ube4b	580
chr4	148803637	148803924	chr4	148799490	148805740	Ube4b	287
chr4	148915955	148916507	chr4	148914225	148919725	Ctnnbip1	552
chr4	149071739	149072700	chr4	149072163	149077817	Pik3cd	537
chr4	149076804	149077225	chr4	149072163	149077817	Pik3cd	421
chr4	149076804	149077225	chr4	149075111	149080738	Pik3cd	421
chr4	149147539	149147934	chr4	149147608	149153376	Slc25a33	326
chr4	149491433	149491787	chr4	149488452	149493952	Slc2a5	354
chr4	149611796	149612442	chr4	149606305	149611805	Eno1	9
chr4	149611796	149612442	chr4	149606432	149611932	Gm5506	136
chr4	150283456	150284729	chr4	150283391	150289030	Park7	1273
chr4	150288414	150288980	chr4	150283391	150289030	Park7	566
chr4	150298254	150299245	chr4	150297107	150302607	Tnfrsf9	991
chr4	151306663	151306951	chr4	151302828	151308328	Dnajc11	288
chr4	151307585	151307999	chr4	151302828	151308328	Dnajc11	414
chr4	151370317	151371080	chr4	151369434	151375288	Phf13	763
chr4	151382694	151383112	chr4	151377999	151383499	Klhl21	418
chr4	151401660	151402095	chr4	151401151	151406780	Zbtb48	435
chr4	151408681	151408912	chr4	151408435	151413935	Nol9	231
chr4	151412579	151413658	chr4	151408435	151413935	Nol9	1079
chr4	151412579	151413658	chr4	151411801	151417599	Tas1r1	1079
chr4	151469731	151470406	chr4	151465827	151471327	Plekhg5	675
chr4	151505136	151505335	chr4	151502378	151508034	Espn	199
chr4	151512520	151513342	chr4	151509882	151515434	Espn	822
chr4	151527855	151528440	chr4	151525522	151531316	Espn	585
chr4	151527855	151528440	chr4	151527975	151533475	Hes2	465
chr4	151560642	151561068	chr4	151555242	151560742	Acot7	100
chr4	151699769	151700228	chr4	151694986	151700486	Rpl22	459
chr4	153349930	153350337	chr4	153344669	153350169	BC046331	239
chr4	153349930	153350337	chr4	153348475	153354190	Dffb	407
chr4	153534874	153535782	chr4	153533963	153539793	Tprgl	908
chr4	154303012	154303899	chr4	154301586	154307186	Tnfrsf14	887
chr4	154436451	154436875	chr4	154436138	154441638	Pex10	424
chr4	154597323	154598377	chr4	154595160	154601644	Ski	1054
chr4	154623412	154623810	chr4	154619074	154624574	2610002J02Rik	398
chr4	154937798	154938006	chr4	154932923	154938423	Nadk	208
chr4	154970683	154971180	chr4	154970524	154976024	Slc35e2	497
chr4	154975132	154976245	chr4	154970524	154976024	Slc35e2	892
chr4	155078884	155079631	chr4	155073923	155079423	Ssu72	539
chr4	155148385	155149204	chr4	155148038	155153670	Vwa1	819
chr4	155205376	155206215	chr4	155200754	155206254	Aurkaip1	839
chr4	155241282	155241698	chr4	155238675	155244175	Cpsf3l	416
chr4	155241282	155241698	chr4	155236752	155242462	Tas1r3	416
chr4	155243281	155243917	chr4	155238675	155244175	Cpsf3l	636
chr4	155243281	155243917	chr4	155242775	155248549	Gltpd1	636
chr4	155265416	155266117	chr4	155260983	155266483	Acap3	701
chr4	155265416	155266117	chr4	155265239	155270871	Pusl1	701
chr4	155317707	155318772	chr4	155312939	155318439	Ube2j2	732
chr4	155317707	155318772	chr4	155315361	155320861	Gm5801	1065
chr4	155365209	155365780	chr4	155362022	155367522	Sdf4	571
chr4	155365209	155365780	chr4	155363074	155371787	B3galt6	571
chr4	155366372	155366727	chr4	155362022	155367522	Sdf4	355
chr4	155366372	155366727	chr4	155363074	155371787	B3galt6	355
chr4	155483870	155484529	chr4	155479106	155484606	9430015G10Rik	659
chr4	155610505	155610845	chr4	155608264	155613966	Klhl17	340
chr5	3538560	3538854	chr5	3538832	3544332	Fam133b	22
chr5	3647799	3648144	chr5	3646879	3652936	Gatad1	345
chr5	3803057	3803461	chr5	3802096	3808109	Ankib1	404
chr5	3803057	3803461	chr5	3798164	3803664	Krit1	404
chr5	3803057	3803461	chr5	3798180	3803680	Krit1	404
chr5	3894041	3894242	chr5	3893374	3898933	Mterf	201
chr5	3894041	3894242	chr5	3893393	3898933	Mterf	201
chr5	4104268	4105449	chr5	4103633	4109697	Cyp51	1181
chr5	5380707	5380933	chr5	5379534	5385251	Cdk14	226
chr5	5559072	5559626	chr5	5558932	5564501	Gtpbp10	554
chr5	8422345	8423095	chr5	8421966	8427716	Dbf4	750
chr5	8422345	8423095	chr5	8417849	8423349	Slc25a40	750
chr5	8622890	8623386	chr5	8621987	8627952	Rundc3b	496
chr5	8997065	8997510	chr5	8996603	9002146	Crot	445
chr5	20387779	20388561	chr5	20383270	20388770	Tmem60	782
chr5	20387779	20388561	chr5	20387273	20392942	Phtf2	782
chr5	20389130	20389430	chr5	20387273	20392942	Phtf2	300
chr5	20456527	20456795	chr5	20451806	20457306	A630072M18Rik	268
chr5	20456527	20456795	chr5	20456574	20462640	Rsbn1l	221
chr5	20460845	20461671	chr5	20456574	20462640	Rsbn1l	826
chr5	20462405	20462751	chr5	20456574	20462640	Rsbn1l	235
chr5	20561955	20562346	chr5	20560966	20566615	Ptpn12	391
chr5	20930335	20931008	chr5	20925720	20931220	Fam185a	673
chr5	20930335	20931008	chr5	20929882	20935495	Ccdc146	673
chr5	21151620	21151960	chr5	21146801	21152301	Armc10	340
chr5	21151620	21151960	chr5	21150779	21156423	Fbxl13	340
chr5	21206647	21207899	chr5	21206522	21212163	Napepld	1252
chr5	21242835	21243255	chr5	21237977	21243477	Pmpcb	420
chr5	21292487	21293339	chr5	21290306	21295983	Dnajc2	852
chr5	22055399	22056610	chr5	22055509	22061149	Orc5l	1101
chr5	22938345	22940524	chr5	22935246	22940746	Mll5	2179
chr5	23126471	23126806	chr5	23121644	23127389	Srpk2	335
chr5	23352156	23352506	chr5	23349288	23354963	Tomm7	350
chr5	23536234	23536900	chr5	23535796	23541501	Fam126a	666
chr5	23763777	23764058	chr5	23758345	23763845	Mir684-1	68
chr5	23899241	23900827	chr5	23894973	23900473	Abcb8	1232
chr5	23899241	23900827	chr5	23896687	23902961	Atg9b	1586
chr5	23928995	23929935	chr5	23926049	23931549	Slc4a2	940
chr5	23928995	23929935	chr5	23928766	23934348	Cdk5	940
chr5	24191171	24191849	chr5	24186632	24192132	Nub1	678
chr5	24347921	24348576	chr5	24347502	24353179	Rheb	655
chr5	24606750	24607577	chr5	24601792	24607292	2900005J15Rik	542
chr5	24606750	24607577	chr5	24605328	24611460	Prkag2	827
chr5	24728683	24729144	chr5	24723710	24729210	Galnt11	461
chr5	25004942	25006206	chr5	25003707	25009601	Mll3	1264
chr5	25004942	25006206	chr5	25000614	25006114	4831440E17Rik	1172
chr5	25035281	25036078	chr5	25030835	25036335	1700096K18Rik	797
chr5	28396472	28398017	chr5	28392951	28398451	Insig1	1545
chr5	28398221	28398775	chr5	28392951	28398451	Insig1	230
chr5	28642083	28642471	chr5	28638728	28644228	Rbm33	388
chr5	29704658	29705157	chr5	29704166	29709930	Lmbr1	499
chr5	30057546	30057826	chr5	30057437	30062937	Dnajb6	280
chr5	30062498	30063853	chr5	30057437	30062937	Dnajb6	439
chr5	30062498	30063853	chr5	30061373	30067476	Gm5129	1355
chr5	30338949	30340132	chr5	30334700	30340200	Il6	1183
chr5	30950601	30950944	chr5	30945311	30950811	4930471M23Rik	210
chr5	30968806	30969569	chr5	30964274	30969774	Cenpa	763
chr5	31171804	31172152	chr5	31167019	31172519	Tmem214	348
chr5	31210120	31210641	chr5	31209271	31215095	Ost4	521
chr5	31210120	31210641	chr5	31209537	31215161	Ost4	521
chr5	31251943	31252636	chr5	31247230	31252853	Cgref1	693
chr5	31251943	31252636	chr5	31247255	31252800	Cgref1	693
chr5	31251943	31252636	chr5	31247438	31252938	Abhd1	693
chr5	31251943	31252636	chr5	31247478	31252978	Abhd1	693
chr5	31262369	31262823	chr5	31261843	31267734	Preb	454
